"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1184","Get_User_Details","","2026-04-14","failed","2026-04-14","","","APITest","Get_User_Details"
